"Energy (eV)"	"Flux Density (ph/s/mm<sup>2</sup>/0.1%B.W.)"
7.77353e+4	4.64632e+10
7.85408e+4	4.59520e+10
7.93547e+4	4.54372e+10
8.01770e+4	4.49161e+10
8.10078e+4	4.43942e+10
8.18472e+4	4.38692e+10
8.26954e+4	4.33412e+10
8.35523e+4	4.28104e+10
8.44181e+4	4.22769e+10
8.52928e+4	4.17409e+10
8.61766e+4	4.12026e+10
8.70696e+4	4.06621e+10
8.79719e+4	4.01197e+10
8.88835e+4	3.95754e+10
8.98045e+4	3.90295e+10
9.07351e+4	3.84821e+10
9.16753e+4	3.79334e+10
9.26253e+4	3.73837e+10
9.35851e+4	3.68330e+10
9.45548e+4	3.62815e+10
9.55346e+4	3.57296e+10
9.65246e+4	3.51772e+10
9.75248e+4	3.46247e+10
9.85354e+4	3.40722e+10
9.95564e+4	3.35199e+10
1.00588e+5	3.29679e+10
1.01630e+5	3.24166e+10
1.02683e+5	3.18660e+10
1.03748e+5	3.13163e+10
1.04823e+5	3.07678e+10
1.05909e+5	3.02206e+10
1.07006e+5	2.96749e+10
1.08115e+5	2.91309e+10
1.09235e+5	2.85887e+10
1.10367e+5	2.80487e+10
1.11511e+5	2.75109e+10
1.12666e+5	2.69755e+10
1.13834e+5	2.64427e+10
1.15014e+5	2.59127e+10
1.16205e+5	2.53857e+10
1.17409e+5	2.48618e+10
1.18626e+5	2.43413e+10
1.19855e+5	2.38242e+10
1.21097e+5	2.33108e+10
1.22352e+5	2.28011e+10
1.23620e+5	2.22955e+10
1.24901e+5	2.17940e+10
1.26195e+5	2.12967e+10
1.27503e+5	2.08040e+10
1.28824e+5	2.03158e+10
1.30159e+5	1.98323e+10
1.31508e+5	1.93537e+10
1.32871e+5	1.88802e+10
1.34247e+5	1.84118e+10
1.35638e+5	1.79486e+10
1.37044e+5	1.74909e+10
1.38464e+5	1.70387e+10
1.39899e+5	1.65921e+10
1.41349e+5	1.61513e+10
1.42813e+5	1.57163e+10
1.44293e+5	1.52873e+10
1.45788e+5	1.48643e+10
1.47299e+5	1.44475e+10
1.48825e+5	1.40369e+10
1.50368e+5	1.36327e+10
1.51926e+5	1.32348e+10
1.53500e+5	1.28434e+10
1.55091e+5	1.24585e+10
1.56698e+5	1.20802e+10
1.58321e+5	1.17086e+10
1.59962e+5	1.13436e+10
1.61620e+5	1.09853e+10
1.63294e+5	1.06339e+10
1.64986e+5	1.02892e+10
1.66696e+5	9.95139e+9
1.68423e+5	9.62041e+9
1.70169e+5	9.29630e+9
1.71932e+5	8.97907e+9
1.73714e+5	8.66871e+9
1.75514e+5	8.36524e+9
1.77332e+5	8.06865e+9
1.79170e+5	7.77892e+9
1.81027e+5	7.49604e+9
1.82902e+5	7.21998e+9
1.84798e+5	6.95072e+9
1.86713e+5	6.68823e+9
1.88647e+5	6.43247e+9
1.90602e+5	6.18340e+9
1.92577e+5	5.94098e+9
1.94573e+5	5.70515e+9
1.96589e+5	5.47585e+9
1.98626e+5	5.25303e+9
2.00684e+5	5.03663e+9
2.02764e+5	4.82657e+9
2.04865e+5	4.62279e+9
2.06988e+5	4.42520e+9
2.09133e+5	4.23374e+9
2.11300e+5	4.04831e+9
2.13489e+5	3.86884e+9
2.15702e+5	3.69522e+9
2.17937e+5	3.52738e+9
2.20195e+5	3.36522e+9
2.22477e+5	3.20863e+9
2.24782e+5	3.05753e+9
2.27111e+5	2.91180e+9
2.29465e+5	2.77135e+9
2.31843e+5	2.63606e+9
2.34245e+5	2.50584e+9
2.36672e+5	2.38056e+9
2.39125e+5	2.26013e+9
2.41603e+5	2.14443e+9
2.44106e+5	2.03334e+9
2.46636e+5	1.92676e+9
2.49191e+5	1.82457e+9
2.51774e+5	1.72666e+9
2.54383e+5	1.63291e+9
2.57019e+5	1.54320e+9
2.59682e+5	1.45742e+9
2.62373e+5	1.37547e+9
2.65091e+5	1.29721e+9
2.67838e+5	1.22255e+9
2.70614e+5	1.15136e+9
2.73418e+5	1.08354e+9
2.76251e+5	1.01897e+9
2.79114e+5	9.57547e+8
2.82006e+5	8.99157e+8
2.84928e+5	8.43695e+8
2.87881e+5	7.91053e+8
2.90864e+5	7.41128e+8
2.93878e+5	6.93816e+8
2.96923e+5	6.49017e+8
3.00000e+5	6.06631e+8
