"Energy (eV)"	"Flux Density (ph/s/mm<sup>2</sup>/0.1%B.W.)"
7.77353e+4	1.32753e+10
7.85408e+4	1.31292e+10
7.93547e+4	1.29821e+10
8.01770e+4	1.28332e+10
8.10078e+4	1.26841e+10
8.18472e+4	1.25341e+10
8.26954e+4	1.23833e+10
8.35523e+4	1.22316e+10
8.44181e+4	1.20792e+10
8.52928e+4	1.19261e+10
8.61766e+4	1.17722e+10
8.70696e+4	1.16178e+10
8.79719e+4	1.14628e+10
8.88835e+4	1.13073e+10
8.98045e+4	1.11513e+10
9.07351e+4	1.09950e+10
9.16753e+4	1.08382e+10
9.26253e+4	1.06811e+10
9.35851e+4	1.05238e+10
9.45548e+4	1.03662e+10
9.55346e+4	1.02085e+10
9.65246e+4	1.00507e+10
9.75248e+4	9.89285e+9
9.85354e+4	9.73498e+9
9.95564e+4	9.57718e+9
1.00588e+5	9.41948e+9
1.01630e+5	9.26195e+9
1.02683e+5	9.10463e+9
1.03748e+5	8.94758e+9
1.04823e+5	8.79086e+9
1.05909e+5	8.63452e+9
1.07006e+5	8.47860e+9
1.08115e+5	8.32317e+9
1.09235e+5	8.16828e+9
1.10367e+5	8.01398e+9
1.11511e+5	7.86032e+9
1.12666e+5	7.70735e+9
1.13834e+5	7.55513e+9
1.15014e+5	7.40371e+9
1.16205e+5	7.25313e+9
1.17409e+5	7.10345e+9
1.18626e+5	6.95472e+9
1.19855e+5	6.80698e+9
1.21097e+5	6.66028e+9
1.22352e+5	6.51468e+9
1.23620e+5	6.37020e+9
1.24901e+5	6.22691e+9
1.26195e+5	6.08485e+9
1.27503e+5	5.94405e+9
1.28824e+5	5.80457e+9
1.30159e+5	5.66644e+9
1.31508e+5	5.52970e+9
1.32871e+5	5.39440e+9
1.34247e+5	5.26056e+9
1.35638e+5	5.12824e+9
1.37044e+5	4.99745e+9
1.38464e+5	4.86825e+9
1.39899e+5	4.74066e+9
1.41349e+5	4.61470e+9
1.42813e+5	4.49043e+9
1.44293e+5	4.36785e+9
1.45788e+5	4.24701e+9
1.47299e+5	4.12792e+9
1.48825e+5	4.01061e+9
1.50368e+5	3.89510e+9
1.51926e+5	3.78142e+9
1.53500e+5	3.66959e+9
1.55091e+5	3.55962e+9
1.56698e+5	3.45154e+9
1.58321e+5	3.34535e+9
1.59962e+5	3.24107e+9
1.61620e+5	3.13872e+9
1.63294e+5	3.03830e+9
1.64986e+5	2.93982e+9
1.66696e+5	2.84330e+9
1.68423e+5	2.74873e+9
1.70169e+5	2.65613e+9
1.71932e+5	2.56549e+9
1.73714e+5	2.47682e+9
1.75514e+5	2.39011e+9
1.77332e+5	2.30537e+9
1.79170e+5	2.22259e+9
1.81027e+5	2.14176e+9
1.82902e+5	2.06289e+9
1.84798e+5	1.98596e+9
1.86713e+5	1.91096e+9
1.88647e+5	1.83788e+9
1.90602e+5	1.76672e+9
1.92577e+5	1.69745e+9
1.94573e+5	1.63007e+9
1.96589e+5	1.56456e+9
1.98626e+5	1.50090e+9
2.00684e+5	1.43906e+9
2.02764e+5	1.37905e+9
2.04865e+5	1.32082e+9
2.06988e+5	1.26437e+9
2.09133e+5	1.20966e+9
2.11300e+5	1.15668e+9
2.13489e+5	1.10541e+9
2.15702e+5	1.05580e+9
2.17937e+5	1.00785e+9
2.20195e+5	9.61512e+8
2.22477e+5	9.16773e+8
2.24782e+5	8.73599e+8
2.27111e+5	8.31962e+8
2.29465e+5	7.91832e+8
2.31843e+5	7.53178e+8
2.34245e+5	7.15970e+8
2.36672e+5	6.80177e+8
2.39125e+5	6.45767e+8
2.41603e+5	6.12709e+8
2.44106e+5	5.80970e+8
2.46636e+5	5.50517e+8
2.49191e+5	5.21320e+8
2.51774e+5	4.93344e+8
2.54383e+5	4.66556e+8
2.57019e+5	4.40925e+8
2.59682e+5	4.16418e+8
2.62373e+5	3.93001e+8
2.65091e+5	3.70642e+8
2.67838e+5	3.49309e+8
2.70614e+5	3.28970e+8
2.73418e+5	3.09592e+8
2.76251e+5	2.91143e+8
2.79114e+5	2.73593e+8
2.82006e+5	2.56910e+8
2.84928e+5	2.41063e+8
2.87881e+5	2.26022e+8
2.90864e+5	2.11757e+8
2.93878e+5	1.98239e+8
2.96923e+5	1.85439e+8
3.00000e+5	1.73329e+8
